0,nospec_no_specifier_test,1632237394,0
1,nospec_empty_string,1632237394,0
2,nospec_some_escaped_chars,1632237394,0
3,nospec_successive_5_5,1632237394,0
4,nospec_successive_2_9,1632237394,0
5,nospec_successive_8_3,1632237394,0
6,pct_basic,1632237394,0
7,pct_5w,1632237394,1630021518
8,pct_5wlj,1632237394,1630021518
9,pct_5wzp,1632237394,1630021518
10,pct_5wljzp,1632237394,1630021518
16,c_allprintable_combined,1632237394,1632071953
17,c_1_31_combined,1632237394,0
18,c_128_255_combined,1632237394,0
19,c_allprintable_width,1632237394,1632071928
20,c_1_31_width,1632237394,1630021518
21,c_128_255_width,1632237394,1630021518
22,c_allprintable_width_lj,1632237394,1632071928
23,c_1_31_width_lj,1632237394,1630021518
24,c_128_255_width_lj,1632237394,1630021518
25,c_nullterm_basic,1632237394,0
26,c_nullterm_5w,1632237394,1630021518
27,c_nullterm_5wlj,1632237394,1630021518
28,s_basic_string_expansion,1632237394,0
29,s_only_string_expansion,1632237394,0
30,s_two_string_expansions,1632237394,0
31,s_two_string_expansions2,1632237394,0
32,s_empty_string_expansion,1632237394,0
33,s_full_then_empty_string,1632237394,0
34,s_empty_then_full_string,1632237394,0
35,s_three_strings,1632237394,0
36,s_space_padded_field_width,1632237394,1630021518
37,s_space_padded_field_width2,1632237394,1630021518
38,s_space_padded_over_field_width,1632237394,1630021518
39,s_space_padded_field_width_lj,1632237394,1630021518
40,s_space_padded_field_width2_lj,1632237394,1630021518
41,s_space_padded_over_field_width_lj,1632237394,1630021518
42,s_string_prec_notrunc,1632237394,1630021518
43,s_string_prec_trunc,1632237394,1630021518
44,s_string_prec_default,1632237394,1630021518
45,s_string_prec_zero,1632237394,1630021518
46,s_two_strings_prec_2trunc,1632237394,1630021518
47,s_two_strings_prec_1trunc_a,1632237394,1630021518
48,s_two_strings_prec_1trunc_b,1632237394,1630021518
49,s_two_strings_prec_0trunc,1632237394,1630021518
50,s_string_prec_width_notrunc,1632237394,1630021518
51,s_string_prec_width_trunc,1632237394,1630021518
52,s_string_prec_width_notrunc_lj,1632237394,1630021518
53,s_string_prec_width_trunc_lj,1632237394,1630021518
54,s_two_s_prec_width_2fit_0trunc,1632237394,1630021518
55,s_two_s_prec_width_1fit_a_0trunc,1632237394,1630021518
56,s_two_s_prec_width_1fit_b_0trunc,1632237394,1630021518
57,s_two_s_prec_width_0fit_0trunc,1632237394,1630021518
58,s_two_s_prec_width_2fit_1trunc_a,1632237394,1630021518
59,s_two_s_prec_width_1fit_a_1trunc_a,1632237394,1630021518
60,s_two_s_prec_width_1fit_b_1trunc_a,1632237394,1630021518
61,s_two_s_prec_width_0fit_1trunc_a,1632237394,1630021518
62,s_two_s_prec_width_2fit_1trunc_b,1632237394,1630021518
63,s_two_s_prec_width_1fit_a_1trunc_b,1632237394,1630021518
64,s_two_s_prec_width_1fit_b_1trunc_b,1632237394,1630021518
65,s_two_s_prec_width_0fit_1trunc_b,1632237394,1630021518
66,s_two_s_prec_width_2fit_2trunc,1632237394,1630021518
67,s_two_s_prec_width_1fit_a_2trunc,1632237394,1630021518
68,s_two_s_prec_width_1fit_b_2trunc,1632237394,1630021518
69,s_two_s_prec_width_0fit_2trunc,1632237394,1630021518
70,s_two_s_prec_width_2trunc,1632237394,1630021518
71,s_two_strings_lj_and_rj,1632237394,1630021518
72,s_two_strings_rj_and_lj,1632237394,1630021518
73,s_null_basic_string_expansion,1632237394,0
74,s_null_only_string_expansion,1632237394,0
75,s_null_space_padded_field_width,1632237394,1630021518
76,s_null_space_padded_over_field_width,1632237394,1630021518
77,s_null_space_padded_field_width_lj,1632237394,1630021518
78,s_null_space_padded_field_width2_lj,1632237394,1630021518
79,s_null_space_padded_over_field_width_lj,1632237394,1630021518
80,s_null_string_prec_notrunc,1632237394,1630021518
81,s_null_string_prec_trunc,1632237394,1630021518
82,s_null_string_prec_default,1632237394,1630021518
83,s_null_string_prec_zero,1632237394,1630021518
84,s_basic_s_hidden,1632237394,0
85,s_width_3_s_hidden,1632237394,1630021518
86,s_width_9_s_hidden,1632237394,1630021518
87,s_prec_no_width_s_hidden,1632237394,1630021518
88,s_prec_9_no_width_s_hidden,1632237394,1630021518
89,s_prec_03_no_width_s_hidden,1632237394,1630021518
90,s_prec_09_no_width_s_hidden,1632237394,1630021518
91,s_prec_03_no_width_s_null,1632237394,1630021518
92,s_prec_09_no_width_s_null,1632237394,1630021518
93,s_prec_00_no_width_s_nullchar,1632237394,1630021518
94,s_prec_01_no_width_s_nullchar,1632237394,1630021518
95,s_prec_03_no_width_s_nullchar,1632237394,1630021518
96,s_prec_09_no_width_s_nullchar,1632237394,1630021518
97,s_prec_0_width_3_s_hidden,1632237394,1630021518
98,s_prec_0_width_10_s_hidden,1632237394,1630021518
99,s_prec_0_width_3_s_null,1632237394,1630021518
100,s_prec_0_width_10_s_null,1632237394,1630021518
101,s_prec_0_width_1_s_nullchar,1632237394,1630021518
102,s_prec_0_width_2_s_nullchar,1632237394,1630021518
103,s_prec_0_width_9_s_nullchar,1632237394,1630021518
104,s_prec_0_lj_width_3_s_hidden,1632237394,1630021518
105,s_prec_0_lj_width_8_s_hidden,1632237394,1630021518
106,s_prec_0_lj_width_3_s_null,1632237394,1630021518
107,s_prec_0_lj_width_8_s_null,1632237394,1630021518
108,s_prec_0_lj_width_1_s_nullchar,1632237394,1630021518
109,s_prec_0_lj_width_2_s_nullchar,1632237394,1630021518
110,s_prec_0_lj_width_6_s_nullchar,1632237394,1630021518
111,s_prec_1_width_3_s_hidden,1632237394,1630021518
112,s_prec_1_width_10_s_hidden,1632237394,1630021518
113,s_prec_1_width_3_s_null,1632237394,1630021518
114,s_prec_1_width_9_s_null,1632237394,1630021518
115,s_prec_1_lj_width_3_s_hidden,1632237394,1630021518
116,s_prec_1_lj_width_10_s_hidden,1632237394,1630021518
117,s_prec_1_lj_width_3_s_null,1632237394,1630021518
118,s_prec_1_lj_width_9_s_null,1632237394,1630021518
119,s_prec_1_lj_width_3_s_nullchar,1632237394,1630021518
120,s_prec_1_lj_width_6_s_nullchar,1632237394,1630021518
121,s_prec_perfect_width_3_s_hidden,1632237394,1630021518
122,s_prec_perfect_width_20_s_hidden,1632237394,1630021518
123,s_prec_perfect_width_3_s_null,1632237394,1630021518
124,s_prec_perfect_width_20_s_null,1632237394,1630021518
125,s_prec_perfect_width_3_s_nullchar,1632237394,1630021518
126,s_prec_perfect_width_6_s_nullchar,1632237394,1630021518
127,s_prec_perfect_lj_width_3_s_hidden,1632237394,1630021518
128,s_prec_perfect_lj_width_20_s_hidden,1632237394,1630021518
129,s_prec_8_lj_width_3_s_hidden,1632237394,1630021518
130,s_prec_8_lj_width_10_s_hidden,1632237394,1630021518
131,s_prec_8_lj_width_3_s_null,1632237394,1630021518
132,s_prec_8_lj_width_10_s_null,1632237394,1630021518
133,s_prec_00_lj_s_hidden_trunc,1632237394,1630021518
134,s_prec_09_lj_s_hidden_notrunc,1632237394,1630021518
173,p_null,0,1632237394
178,p_ftfc_5w_throwswarning,0,1632237394
179,p_basic,1632237394,0
180,p_width_fit,1632237394,1630021518
181,p_width_nofit,1632237394,1630021518
182,p_width_16,1632237394,1630021518
183,p_width_8,1632237394,1630021518
184,p_width_32,1632237394,1630021518
185,p_width_fit_lj,1632237394,1630021518
186,p_width_nofit_lj,1632237394,1630021518
187,p_width_16_lj,1632237394,1630021518
188,p_width_8_lj,1632237394,1630021518
189,p_width_32_lj,1632237394,1630021518
190,d_basic_pos,1632237394,0
191,d_basic_neg,1632237394,0
192,d_basic_zero,1632237394,0
193,d_basic_onlypos,1632237394,0
194,d_basic_onlyneg,1632237394,0
195,d_basic_onlyzero,1632237394,0
196,d_intmax,1632237394,0
197,d_intmin,1632237394,0
198,d_width_pos_fits,1632237394,1630021518
199,d_width_neg_fits,1632237394,1630021518
200,d_width_zero_fits,1632237394,1630021518
201,d_width_pos_exactfit,1632237394,1630021518
202,d_width_neg_exactfit,1632237394,1630021518
203,d_width_pos_nofit,1632237394,1630021518
204,d_width_neg_nofit,1632237394,1630021518
205,d_width_pos_fits_lj,1632237394,1630021518
206,d_width_neg_fits_lj,1632237394,1630021518
207,d_width_zero_fits_lj,1632237394,1630021518
208,d_width_pos_exactfit_lj,1632237394,1630021518
209,d_width_neg_exactfit_lj,1632237394,1630021518
210,d_width_pos_nofit_lj,1632237394,1630021518
211,d_width_neg_nofit_lj,1632237394,1630021518
